"ProdLine","ItemNumber","Description","StdPrice","Multiplier","Price","ProdLinePricing","BreakQty1","PriceRate1","BreakQty2","PriceRate2","BestPrice"
"AMEC","A907148-0020A","CP Cap",32.80,"0.5166 ",16.94,0.00,0.00,0.00,0.00,0.00,16.94
"AMEC","A907160-0020A","CP Cart Cover",7.50,"0.5166 ",3.87,0.00,0.00,0.00,0.00,0.00,3.87
"AMEC","A907260-0070A","Plug Btn",2.20,"0.5166 ",1.14,0.00,0.00,0.00,0.00,0.00,1.14
"AMEC","A907270-0020A","CP Vol Cap",13.00,"0.5166 ",6.72,0.00,0.00,0.00,0.00,0.00,6.72
"AMEC","A907270-2950A","Satin Esch Cap",14.60,"0.5166 ",7.54,0.00,0.00,0.00,0.00,0.00,7.54
"AMEC","A907621-0020A","CP Esch",6.80,"0.5166 ",3.51,0.00,0.00,0.00,0.00,0.00,3.51
"AMEC","A908186-0020A","CP Esch",12.00,"0.5166 ",6.20,0.00,0.00,0.00,0.00,0.00,6.20
"AMEC","A908593-0990A","PB Cross Hdle",25.30,"0.5166 ",13.07,0.00,0.00,0.00,0.00,0.00,13.07
"AMEC","A908593-2950A","Satin Cross Hdle",31.00,"0.5166 ",16.01,0.00,0.00,0.00,0.00,0.00,16.01
"AMEC","A908600-0020A","CP Hdle",34.10,"0.5166 ",17.62,0.00,0.00,0.00,0.00,0.00,17.62
"AMEC","A908694-0020A","CP Vol Control Hdle",4.20,"0.5166 ",2.17,0.00,0.00,0.00,0.00,0.00,2.17
"AMEC","A909779-0020A","CP Ring",15.70,"0.5166 ",8.11,0.00,0.00,0.00,0.00,0.00,8.11
"AMEC","A911229-0070A","Soap Dish Holder",2.60,"0.5166 ",1.34,0.00,0.00,0.00,0.00,0.00,1.34
"AMEC","A911546-0070A","Locknut",6.20,"0.5166 ",3.20,0.00,0.00,0.00,0.00,0.00,3.20
"AMEC","A911714-0070A","Seal",1.70,"0.5166 ",0.88,0.00,0.00,0.00,0.00,0.00,0.88
"AMEC","A911737-0070A","Seal",2.20,"0.5166 ",1.14,0.00,0.00,0.00,0.00,0.00,1.14
"AMEC","A911758-0070A","Rubber Gasket",5.00,"0.5166 ",2.58,0.00,0.00,0.00,0.00,0.00,2.58
"AMEC","A911836-0070A","Seal",3.20,"0.5166 ",1.65,0.00,0.00,0.00,0.00,0.00,1.65
"AMEC","A912666-0070A","Oring",5.40,"0.5166 ",2.79,0.00,0.00,0.00,0.00,0.00,2.79
"AMEC","A912693-0070A","Oring",4.10,"0.5166 ",2.12,0.00,0.00,0.00,0.00,0.00,2.12
"AMEC","A912699-0070A","Oring",2.20,"0.5166 ",1.14,0.00,0.00,0.00,0.00,0.00,1.14
"AMEC","A912715-0070A","Sleeve Oring",1.60,"0.5166 ",0.83,0.00,0.00,0.00,0.00,0.00,0.83
"AMEC","A912716-0070A","Oring",1.00,"0.5166 ",0.52,0.00,0.00,0.00,0.00,0.00,0.52
"AMEC","A912746-0070A","Oring",2.00,"0.5166 ",1.03,0.00,0.00,0.00,0.00,0.00,1.03
"AMEC","A913202-0070A","Washer",3.00,"0.5166 ",1.55,0.00,0.00,0.00,0.00,0.00,1.55
"AMEC","A913204-0070A","Seal Washer",2.20,"0.5166 ",1.14,0.00,0.00,0.00,0.00,0.00,1.14
"AMEC","A915600-0070A","Return Spring",20.40,"0.5166 ",10.54,0.00,0.00,0.00,0.00,0.00,10.54
"AMEC","A917514-0070A","Set Screw",2.60,"0.5166 ",1.34,0.00,0.00,0.00,0.00,0.00,1.34
"AMEC","A918462-0070A","Solenoid Screws",15.40,"0.5166 ",7.96,0.00,0.00,0.00,0.00,0.00,7.96
"AMEC","A918477-0070A","Hdle Screw",6.50,"0.5166 ",3.36,0.00,0.00,0.00,0.00,0.00,3.36
"AMEC","A918511-0070A","Screw (3)",7.60,"0.5166 ",3.93,0.00,0.00,0.00,0.00,0.00,3.93
"AMEC","A918576-0070A","Hdle Screw",1.40,"0.5166 ",0.72,0.00,0.00,0.00,0.00,0.00,0.72
"AMEC","A918630-0070A","Screw",5.30,"0.5166 ",2.74,0.00,0.00,0.00,0.00,0.00,2.74
"AMEC","A918647-0070A","Screw",4.60,"0.5166 ",2.38,0.00,0.00,0.00,0.00,0.00,2.38
"AMEC","A918657-0070A","Screw",2.50,"0.5166 ",1.29,0.00,0.00,0.00,0.00,0.00,1.29
"AMEC","A919661-0020A","CP Tlpc",7.80,"0.5166 ",4.03,0.00,0.00,0.00,0.00,0.00,4.03
"AMEC","A919882-0020A","CP Outlet Pipe",46.00,"0.5166 ",23.76,0.00,0.00,0.00,0.00,0.00,23.76
"AMEC","A921694-0020A","CP Cart Adpt",10.90,"0.5166 ",5.63,0.00,0.00,0.00,0.00,0.00,5.63
"AMEC","A922251-0070A","Solid Grommet",2.00,"0.5166 ",1.03,0.00,0.00,0.00,0.00,0.00,1.03
"AMEC","A922265-0070A","10' Cable",31.80,"0.5166 ",16.43,0.00,0.00,0.00,0.00,0.00,16.43
"AMEC","A922267-0070A","Round Grommet",1.00,"0.5166 ",0.52,0.00,0.00,0.00,0.00,0.00,0.52
"AMEC","A922290-0070A","Power Sply Grommet",2.00,"0.5166 ",1.03,0.00,0.00,0.00,0.00,0.00,1.03
"AMEC","A922804-0070A","Insert Sleeve",13.00,"0.5166 ",6.72,0.00,0.00,0.00,0.00,0.00,6.72
"AMEC","A922869-0020A","Aerator",4.40,"0.5166 ",2.27,0.00,0.00,0.00,0.00,0.00,2.27
"AMEC","A923008-0070A","Hose",13.00,"0.5166 ",6.72,0.00,0.00,0.00,0.00,0.00,6.72
"AMEC","A923348-0070A","Hdle Adpt",7.20,"0.5166 ",3.72,0.00,0.00,0.00,0.00,0.00,3.72
"AMEC","A923583-0070A","Seal Ring (2)",4.71,"0.5166 ",2.43,0.00,0.00,0.00,0.00,0.00,2.43
"AMEC","A923588-0070A","Nozzle",4.00,"0.5166 ",2.07,0.00,0.00,0.00,0.00,0.00,2.07
"AMEC","A923611-0070A","Stop",2.70,"0.5166 ",1.39,0.00,0.00,0.00,0.00,0.00,1.39
"AMEC","A923654-0070A","Lithium Battery",14.00,"0.5166 ",7.23,0.00,0.00,0.00,0.00,0.00,7.23
"AMEC","A923672-0070A","Sply Hose",17.90,"0.5166 ",9.25,0.00,0.00,0.00,0.00,0.00,9.25
"AMEC","A924162-0070A","Sply Hose",16.90,"0.5166 ",8.73,0.00,0.00,0.00,0.00,0.00,8.73
"AMEC","A924163-0070A","Sply Hose",10.90,"0.5166 ",5.63,0.00,0.00,0.00,0.00,0.00,5.63
"AMEC","A924349-0020A","CP Cap",5.40,"0.5166 ",2.79,0.00,0.00,0.00,0.00,0.00,2.79
"AMEC","A950223-0070130","Sensor Assy .125gpf",191.00,"0.5166 ",98.67,0.00,0.00,0.00,0.00,0.00,98.67
"AMEC","A950223-0070500","Sensor Assy 0.50gpf",191.00,"0.5166 ",98.67,0.00,0.00,0.00,0.00,0.00,98.67
"AMEC","A950223-0071000","Sensor Assy 1.00gpf",191.00,"0.5166 ",98.67,0.00,0.00,0.00,0.00,0.00,98.67
"AMEC","A950223-0071280","Sensor Assy 1.28gpf",191.00,"0.5166 ",98.67,0.00,0.00,0.00,0.00,0.00,98.67
"AMEC","A950223-0071600","Sensor Assy 1.60gpf",191.00,"0.5166 ",98.67,0.00,0.00,0.00,0.00,0.00,98.67
"AMEC","A950223-007L0A","Lav Sensor",191.00,"0.5166 ",98.67,0.00,0.00,0.00,0.00,0.00,98.67
"AMEC","A950487-0070A","Circuit Board DC",23.80,"0.5166 ",12.30,0.00,0.00,0.00,0.00,0.00,12.30
"AMEC","A950489-0070A","Circuit Board",31.80,"0.5166 ",16.43,0.00,0.00,0.00,0.00,0.00,16.43
"AMEC","A950503-0070A","Body & Solenoid Valve Assy",121.10,"0.5166 ",62.56,0.00,0.00,0.00,0.00,0.00,62.56
"AMEC","A950507-0070A","Filter",14.90,"0.5166 ",7.70,0.00,0.00,0.00,0.00,0.00,7.70
"AMEC","A950508-0070A","Filter",32.50,"0.5166 ",16.79,0.00,0.00,0.00,0.00,0.00,16.79
"AMEC","A950509-0070A","Sply Stop",31.40,"0.5166 ",16.22,0.00,0.00,0.00,0.00,0.00,16.22
"AMEC","A950510-0070A","Sply Stop",31.60,"0.5166 ",16.32,0.00,0.00,0.00,0.00,0.00,16.32
"AMEC","A950646-0020A","CP Handshwr",46.20,"0.5166 ",23.87,0.00,0.00,0.00,0.00,0.00,23.87
"AMEC","A950842-0020A","CP Esch",38.60,"0.5166 ",19.94,0.00,0.00,0.00,0.00,0.00,19.94
"AMEC","A951470-0070A","S/L Ceramic Cart",15.00,"0.5166 ",7.75,0.00,0.00,0.00,0.00,0.00,7.75
"AMEC","A952026-0070A","Div Assy",12.30,"0.5166 ",6.35,0.00,0.00,0.00,0.00,0.00,6.35
"AMEC","A953050-0070A","Check Valve",7.60,"0.5166 ",3.93,0.00,0.00,0.00,0.00,0.00,3.93
"AMEC","A953051-0070A","Check Valve",3.30,"0.5166 ",1.70,0.00,0.00,0.00,0.00,0.00,1.70
"AMEC","A953164-0070A","Spindle Shaft",16.20,"0.5166 ",8.37,0.00,0.00,0.00,0.00,0.00,8.37
"AMEC","A953558-0070A","Press Bal Valve Insert",5.20,"0.5166 ",2.69,0.00,0.00,0.00,0.00,0.00,2.69
"AMEC","A953876-0020A","CP Esch",81.90,"0.5166 ",42.31,0.00,0.00,0.00,0.00,0.00,42.31
"AMEC","A953876-2950A","Satin Esch",67.50,"0.5166 ",34.87,0.00,0.00,0.00,0.00,0.00,34.87
"AMEC","A953929-0070A","Div Kit",17.80,"0.5166 ",9.20,0.00,0.00,0.00,0.00,0.00,9.20
"AMEC","A953971-0070A","Cold Check Stop",49.20,"0.5166 ",25.42,0.00,0.00,0.00,0.00,0.00,25.42
"AMEC","A953972-0070A","Hot Check Stop",69.30,"0.5166 ",35.80,0.00,0.00,0.00,0.00,0.00,35.80
"AMEC","A954120-0070A","HorC Ceramic Cart",13.50,"0.5166 ",6.97,0.00,0.00,0.00,0.00,0.00,6.97
"AMEC","A954400-0070A","Therm Cart",93.50,"0.5166 ",48.30,0.00,0.00,0.00,0.00,0.00,48.30
"AMEC","A954404-0020A","CP Therm Hdle",56.40,"0.5166 ",29.14,0.00,0.00,0.00,0.00,0.00,29.14
"AMEC","A954410-0070A","S/L Ceramic Cart",26.00,"0.5166 ",13.43,0.00,0.00,0.00,0.00,0.00,13.43
"AMEC","A954427-0070A","Collet Assy",10.30,"0.5166 ",5.32,0.00,0.00,0.00,0.00,0.00,5.32
"AMEC","A954437-0020A","CP Hdle Assy",58.65,"0.5166 ",30.30,0.00,0.00,0.00,0.00,0.00,30.30
"AMEC","A954440-0070A","S/L Ceramic Cart",25.00,"0.5166 ",12.92,0.00,0.00,0.00,0.00,0.00,12.92
"AMEC","A954589-0070A","EOL Indicator",59.60,"0.5166 ",30.79,0.00,0.00,0.00,0.00,0.00,30.79
"AMEC","A954706-0070A","S/L Ceramic Cart",19.80,"0.5166 ",10.23,0.00,0.00,0.00,0.00,0.00,10.23
"AMEC","A954820-0070A","Therm Cart",107.60,"0.5166 ",55.59,0.00,0.00,0.00,0.00,0.00,55.59
"AMEC","A954878-0070A","Cart",24.00,"0.5166 ",12.40,0.00,0.00,0.00,0.00,0.00,12.40
"AMEC","A955054-0020A","CP Vb Assy",68.00,"0.5166 ",35.13,0.00,0.00,0.00,0.00,0.00,35.13
"AMEC","A955056-0020A","CP 1"" Sply Stop",112.20,"0.5166 ",57.96,0.00,0.00,0.00,0.00,0.00,57.96
"AMEC","A955068-0020A","CP Vb Assy",128.50,"0.5166 ",66.38,0.00,0.00,0.00,0.00,0.00,66.38
"AMEC","A960211-0070A","Motor Assy",193.30,"0.5166 ",99.86,0.00,0.00,0.00,0.00,0.00,99.86
"AMEC","A960212-0070A","Mixing Valve",68.00,"0.5166 ",35.13,0.00,0.00,0.00,0.00,0.00,35.13
"AMEC","A960217-0070A","Temp Sensor Kit",348.80,"0.5166 ",180.19,0.00,0.00,0.00,0.00,0.00,180.19
"AMEC","A960219-0070A","Sensor Kit",206.00,"0.5166 ",106.42,0.00,0.00,0.00,0.00,0.00,106.42
"AMEC","A961618-0020A","CP Lever Hdle",37.50,"0.5166 ",19.37,0.00,0.00,0.00,0.00,0.00,19.37
"AMEC","A963584-0070A","Therm Cart",101.90,"0.5166 ",52.64,0.00,0.00,0.00,0.00,0.00,52.64
"AMEC","A963589-0070A","Therm Act",179.60,"0.5166 ",92.78,0.00,0.00,0.00,0.00,0.00,92.78
"AMEC","A963590-0070A","Sensor",88.80,"0.5166 ",45.87,0.00,0.00,0.00,0.00,0.00,45.87
"AMEC","A963591-0070A","Gear",4.47,"0.5166 ",2.31,0.00,0.00,0.00,0.00,0.00,2.31
"AMEC","A963592-0070A","Vol Valve Act",177.90,"0.5166 ",91.90,0.00,0.00,0.00,0.00,0.00,91.90
"AMEC","A963606-0070A","Therm Cart",531.90,"0.5166 ",274.78,0.00,0.00,0.00,0.00,0.00,274.78
"AMEC","A994352-0070A","Cart",22.90,"0.5166 ",11.83,0.00,0.00,0.00,0.00,0.00,11.83
"AMEC","E903300-0020A","CP Pipe Cap",11.00,"0.5166 ",5.68,0.00,0.00,0.00,0.00,0.00,5.68
"AMEC","E908414-0020A","Porcelain Lever Hdle",28.80,"0.5166 ",14.88,0.00,0.00,0.00,0.00,0.00,14.88
"AMEC","E908443-0020A","CP Cross Hdle",27.00,"0.5166 ",13.95,0.00,0.00,0.00,0.00,0.00,13.95
"AMEC","F30","Filter",40.00,"0.5166 ",20.66,0.00,0.00,0.00,0.00,0.00,20.66
"AMEC","M900500-0020A","CP Shwr Arm",27.20,"0.5166 ",14.05,0.00,0.00,0.00,0.00,0.00,14.05
"AMEC","M900500-0200A","WH Shwr Arm",77.60,"0.5166 ",40.09,0.00,0.00,0.00,0.00,0.00,40.09
"AMEC","M900500-0210A","BN Shwr Arm",73.80,"0.5166 ",38.13,0.00,0.00,0.00,0.00,0.00,38.13
"AMEC","M900500-2950A","Satin Shwr Arm",141.30,"0.5166 ",73.00,0.00,0.00,0.00,0.00,0.00,73.00
"AMEC","M900507-0020A","CP Shwr Arm",33.60,"0.5166 ",17.36,0.00,0.00,0.00,0.00,0.00,17.36
"AMEC","M900507-0990A","PB Shwr Arm",111.80,"0.5166 ",57.76,0.00,0.00,0.00,0.00,0.00,57.76
"AMEC","M900507-2950A","Satin Shwr Arm",137.30,"0.5166 ",70.93,0.00,0.00,0.00,0.00,0.00,70.93
"AMEC","M900870-0070A","Side Valve",45.40,"0.5166 ",23.45,0.00,0.00,0.00,0.00,0.00,23.45
"AMEC","M901060-0020A","CP Spt",45.60,"0.5166 ",23.56,0.00,0.00,0.00,0.00,0.00,23.56
"AMEC","M901061-0020A","CP Spt",115.70,"0.5166 ",59.77,0.00,0.00,0.00,0.00,0.00,59.77
"AMEC","M904900-0070A","Valve Nut",2.00,"0.5166 ",1.03,0.00,0.00,0.00,0.00,0.00,1.03
"AMEC","M906001-0020A","Spt Mtg Nut",11.80,"0.5166 ",6.10,0.00,0.00,0.00,0.00,0.00,6.10
"AMEC","M906615-0070A","Attachment Nut",1.80,"0.5166 ",0.93,0.00,0.00,0.00,0.00,0.00,0.93
"AMEC","M906617-0070A","Mtg Nut",1.60,"0.5166 ",0.83,0.00,0.00,0.00,0.00,0.00,0.83
"AMEC","M906671-0070A","Lock Nut",7.00,"0.5166 ",3.62,0.00,0.00,0.00,0.00,0.00,3.62
"AMEC","M907011-0020A","CP Index Btn",5.50,"0.5166 ",2.84,0.00,0.00,0.00,0.00,0.00,2.84
"AMEC","M907011-0990A","PB Index Btn",5.00,"0.5166 ",2.58,0.00,0.00,0.00,0.00,0.00,2.58
"AMEC","M907011-2950A","Satin Index Btn",7.70,"0.5166 ",3.98,0.00,0.00,0.00,0.00,0.00,3.98
"AMEC","M907020-0020A","CP Stopper",2.20,"0.5166 ",1.14,0.00,0.00,0.00,0.00,0.00,1.14
"AMEC","M907024-0020A","Index Btn (2)",4.00,"0.5166 ",2.07,0.00,0.00,0.00,0.00,0.00,2.07
"AMEC","M907024-0022A","Arrow Btn",4.50,"0.5166 ",2.32,0.00,0.00,0.00,0.00,0.00,2.32
"AMEC","M907024-2950A","Satin Index Btn (2)",15.70,"0.5166 ",8.11,0.00,0.00,0.00,0.00,0.00,8.11
"AMEC","M907024-2952A","Satin Arrow Btn",8.20,"0.5166 ",4.24,0.00,0.00,0.00,0.00,0.00,4.24
"AMEC","M907025-0020A","CP Index Btn",7.60,"0.5166 ",3.93,0.00,0.00,0.00,0.00,0.00,3.93
"AMEC","M907040-0020A","CP Index Btn",14.00,"0.5166 ",7.23,0.00,0.00,0.00,0.00,0.00,7.23
"AMEC","M907040-0990A","PB Index Btn",13.50,"0.5166 ",6.97,0.00,0.00,0.00,0.00,0.00,6.97
"AMEC","M907041-0020A","CP Index Btn",10.00,"0.5166 ",5.17,0.00,0.00,0.00,0.00,0.00,5.17
"AMEC","M907050-0020A","CP Cart Cover",8.00,"0.5166 ",4.13,0.00,0.00,0.00,0.00,0.00,4.13
"AMEC","M907050-0200A","WH Cart Cover",17.40,"0.5166 ",8.99,0.00,0.00,0.00,0.00,0.00,8.99
"AMEC","M907050-0990A","PB Cart Cover",19.30,"0.5166 ",9.97,0.00,0.00,0.00,0.00,0.00,9.97
"AMEC","M907050-2850A","Velvet Cart Cover",21.00,"0.5166 ",10.85,0.00,0.00,0.00,0.00,0.00,10.85
"AMEC","M907050-2950A","Satin Cart Cover",17.60,"0.5166 ",9.09,0.00,0.00,0.00,0.00,0.00,9.09
"AMEC","M907051-0020A","CP Cart Cover",9.60,"0.5166 ",4.96,0.00,0.00,0.00,0.00,0.00,4.96
"AMEC","M907051-0990A","PB Cart Cover",17.50,"0.5166 ",9.04,0.00,0.00,0.00,0.00,0.00,9.04
"AMEC","M907051-2850A","Velvet Cart Cover",18.70,"0.5166 ",9.66,0.00,0.00,0.00,0.00,0.00,9.66
"AMEC","M907051-2950A","Satin Cart Cover",19.10,"0.5166 ",9.87,0.00,0.00,0.00,0.00,0.00,9.87
"AMEC","M907052-0020A","CP Esch Cap",21.00,"0.5166 ",10.85,0.00,0.00,0.00,0.00,0.00,10.85
"AMEC","M907052-2950A","Satin Esch Cap",33.00,"0.5166 ",17.05,0.00,0.00,0.00,0.00,0.00,17.05
"AMEC","M907053-0020A","CP Esch Cap",10.80,"0.5166 ",5.58,0.00,0.00,0.00,0.00,0.00,5.58
"AMEC","M907053-2950A","Satin Esch Cap",27.00,"0.5166 ",13.95,0.00,0.00,0.00,0.00,0.00,13.95
"AMEC","M907102-0020A","CP Div Cover",15.50,"0.5166 ",8.01,0.00,0.00,0.00,0.00,0.00,8.01
"AMEC","M907103-0020A","CP Div Cover",34.60,"0.5166 ",17.87,0.00,0.00,0.00,0.00,0.00,17.87
"AMEC","M907260-0020A","CP Plug Btn",2.40,"0.5166 ",1.24,0.00,0.00,0.00,0.00,0.00,1.24
"AMEC","M907260-2950A","Satin Plug Btn",1.60,"0.5166 ",0.83,0.00,0.00,0.00,0.00,0.00,0.83
"AMEC","M907265-0070A","Red & Blue Index Btn",2.80,"0.5166 ",1.45,0.00,0.00,0.00,0.00,0.00,1.45
"AMEC","M907300-0020A","Cart Cover",8.70,"0.5166 ",4.49,0.00,0.00,0.00,0.00,0.00,4.49
"AMEC","M907301-0020A","Esch Cap",3.70,"0.5166 ",1.91,0.00,0.00,0.00,0.00,0.00,1.91
"AMEC","M907522-0020A","CP Esch",8.80,"0.5166 ",4.55,0.00,0.00,0.00,0.00,0.00,4.55
"AMEC","M907522-0990A","PB Esch",10.40,"0.5166 ",5.37,0.00,0.00,0.00,0.00,0.00,5.37
"AMEC","M907556-0020A","CP Spt Esch",12.96,"0.5166 ",6.70,0.00,0.00,0.00,0.00,0.00,6.70
"AMEC","M907559-0020A","CP Spt Esch",30.60,"0.5166 ",15.81,0.00,0.00,0.00,0.00,0.00,15.81
"AMEC","M907617-0020A","CP xfer Esch",143.40,"0.5166 ",74.08,0.00,0.00,0.00,0.00,0.00,74.08
"AMEC","M907671-0020A","Lav Esch",22.60,"0.5166 ",11.68,0.00,0.00,0.00,0.00,0.00,11.68
"AMEC","M907760-0020A","CP Housing Cap",5.60,"0.5166 ",2.89,0.00,0.00,0.00,0.00,0.00,2.89
"AMEC","M907765-0020A","CP Filter Esch",6.60,"0.5166 ",3.41,0.00,0.00,0.00,0.00,0.00,3.41
"AMEC","M908413-0070A","SM Acrylic Hdle",4.60,"0.5166 ",2.38,0.00,0.00,0.00,0.00,0.00,2.38
"AMEC","M908423-0070A","LG Acrylic Hdle",6.90,"0.5166 ",3.56,0.00,0.00,0.00,0.00,0.00,3.56
"AMEC","M908425-0020A","CP Hdle Base",14.95,"0.5166 ",7.72,0.00,0.00,0.00,0.00,0.00,7.72
"AMEC","M908425-2950A","Satin Hdle Base",24.60,"0.5166 ",12.71,0.00,0.00,0.00,0.00,0.00,12.71
"AMEC","M908505-0020A","CP Esch",14.00,"0.5166 ",7.23,0.00,0.00,0.00,0.00,0.00,7.23
"AMEC","M908505-2950A","Satin Esch",20.00,"0.5166 ",10.33,0.00,0.00,0.00,0.00,0.00,10.33
"AMEC","M908594-0020A","CP Hdle Base",40.90,"0.5166 ",21.13,0.00,0.00,0.00,0.00,0.00,21.13
"AMEC","M909320-0020A","CP Spt Flng",15.90,"0.5166 ",8.21,0.00,0.00,0.00,0.00,0.00,8.21
"AMEC","M909320-0990A","PB Spt Flng",15.50,"0.5166 ",8.01,0.00,0.00,0.00,0.00,0.00,8.01
"AMEC","M909325-0020A","Cap Btn",3.60,"0.5166 ",1.86,0.00,0.00,0.00,0.00,0.00,1.86
"AMEC","M909422-0020A","CP RH Hdle",11.90,"0.5166 ",6.15,0.00,0.00,0.00,0.00,0.00,6.15
"AMEC","M909423-0020A","CP LH Hdle",11.90,"0.5166 ",6.15,0.00,0.00,0.00,0.00,0.00,6.15
"AMEC","M909430-0020A","CP Hdle Assy",8.90,"0.5166 ",4.60,0.00,0.00,0.00,0.00,0.00,4.60
"AMEC","M909438-0020A","CP Hdle Insert",11.90,"0.5166 ",6.15,0.00,0.00,0.00,0.00,0.00,6.15
"AMEC","M909605-0070A","Dial Plate",3.70,"0.5166 ",1.91,0.00,0.00,0.00,0.00,0.00,1.91
"AMEC","M909606-0020A","Decal",8.20,"0.5166 ",4.24,0.00,0.00,0.00,0.00,0.00,4.24
"AMEC","M909610-0020A","CP Index Btn",1.70,"0.5166 ",0.88,0.00,0.00,0.00,0.00,0.00,0.88
"AMEC","M909623-0020A","CP Dial Plate",14.11,"0.5166 ",7.29,0.00,0.00,0.00,0.00,0.00,7.29
"AMEC","M909657-0070A","Dial Plate",8.90,"0.5166 ",4.60,0.00,0.00,0.00,0.00,0.00,4.60
"AMEC","M909659-0070A","Dial Plate",11.50,"0.5166 ",5.94,0.00,0.00,0.00,0.00,0.00,5.94
"AMEC","M909725-0020A","CP Ring",15.30,"0.5166 ",7.90,0.00,0.00,0.00,0.00,0.00,7.90
"AMEC","M909725-0990A","PB Ring",24.00,"0.5166 ",12.40,0.00,0.00,0.00,0.00,0.00,12.40
"AMEC","M909732-0020A","CP Spt Esch",4.40,"0.5166 ",2.27,0.00,0.00,0.00,0.00,0.00,2.27
"AMEC","M909913-0020A","CP Div Knob",8.80,"0.5166 ",4.55,0.00,0.00,0.00,0.00,0.00,4.55
"AMEC","M909921-0074A","Index Cap",7.50,"0.5166 ",3.87,0.00,0.00,0.00,0.00,0.00,3.87
"AMEC","M909927-0070A","xfer Knob",7.42,"0.5166 ",3.83,0.00,0.00,0.00,0.00,0.00,3.83
"AMEC","M911105-0020A","CP Decorative Ring",14.50,"0.5166 ",7.49,0.00,0.00,0.00,0.00,0.00,7.49
"AMEC","M911122-0070A","Hdle Bushing",2.90,"0.5166 ",1.50,0.00,0.00,0.00,0.00,0.00,1.50
"AMEC","M911261-0070A","Seal Kit",2.60,"0.5166 ",1.34,0.00,0.00,0.00,0.00,0.00,1.34
"AMEC","M911631-0070A","Gasket",0.72,"0.5166 ",0.37,0.00,0.00,0.00,0.00,0.00,0.37
"AMEC","M911705-0070A","Seal",2.50,"0.5166 ",1.29,0.00,0.00,0.00,0.00,0.00,1.29
"AMEC","M911741-0070A","Seal",5.80,"0.5166 ",3.00,0.00,0.00,0.00,0.00,0.00,3.00
"AMEC","M912109-0070A","Orings (3)",4.00,"0.5166 ",2.07,0.00,0.00,0.00,0.00,0.00,2.07
"AMEC","M912119-0070A","Oring",2.30,"0.5166 ",1.19,0.00,0.00,0.00,0.00,0.00,1.19
"AMEC","M913207-0070A","Tlpc Insert",3.00,"0.5166 ",1.55,0.00,0.00,0.00,0.00,0.00,1.55
"AMEC","M913208-0070A","Sponge Washer",2.70,"0.5166 ",1.39,0.00,0.00,0.00,0.00,0.00,1.39
"AMEC","M913302-0070A","Rubber Gasket",2.70,"0.5166 ",1.39,0.00,0.00,0.00,0.00,0.00,1.39
"AMEC","M913806-0070A","Washer",1.90,"0.5166 ",0.98,0.00,0.00,0.00,0.00,0.00,0.98
"AMEC","M913807-0070A","Spt Bearing",1.90,"0.5166 ",0.98,0.00,0.00,0.00,0.00,0.00,0.98
"AMEC","M913815-0070A","Gasket",2.00,"0.5166 ",1.03,0.00,0.00,0.00,0.00,0.00,1.03
"AMEC","M913822-0070A","Ring",4.80,"0.5166 ",2.48,0.00,0.00,0.00,0.00,0.00,2.48
"AMEC","M913834-0070A","Seal",4.20,"0.5166 ",2.17,0.00,0.00,0.00,0.00,0.00,2.17
"AMEC","M913860-0070A","Washer",3.60,"0.5166 ",1.86,0.00,0.00,0.00,0.00,0.00,1.86
"AMEC","M914431-0070A","Washer",0.80,"0.5166 ",0.41,0.00,0.00,0.00,0.00,0.00,0.41
"AMEC","M916516-0020A","CP Plastic Lever Hdle",6.40,"0.5166 ",3.31,0.00,0.00,0.00,0.00,0.00,3.31
"AMEC","M916526-0020A","CP Lever Hdle",4.10,"0.5166 ",2.12,0.00,0.00,0.00,0.00,0.00,2.12
"AMEC","M916529-0020A","CP Lever Hdle",13.00,"0.5166 ",6.72,0.00,0.00,0.00,0.00,0.00,6.72
"AMEC","M916590-0020A","CP Lever Hdle Base",15.00,"0.5166 ",7.75,0.00,0.00,0.00,0.00,0.00,7.75
"AMEC","M916590-0990A","PB Lever Hdle Base",23.00,"0.5166 ",11.88,0.00,0.00,0.00,0.00,0.00,11.88
"AMEC","M916590-2850A","Velvet Lever Hdle Base",20.20,"0.5166 ",10.44,0.00,0.00,0.00,0.00,0.00,10.44
"AMEC","M916590-2950A","Satin Lever Hdle Base",20.90,"0.5166 ",10.80,0.00,0.00,0.00,0.00,0.00,10.80
"AMEC","M916591-0990A","PB Cross Hdle Base",19.45,"0.5166 ",10.05,0.00,0.00,0.00,0.00,0.00,10.05
"AMEC","M916802-0020A","CP Metal Lever Hdle",18.00,"0.5166 ",9.30,0.00,0.00,0.00,0.00,0.00,9.30
"AMEC","M916802-0990A","PB Metal Lever Hdle",25.10,"0.5166 ",12.97,0.00,0.00,0.00,0.00,0.00,12.97
"AMEC","M916803-0020A","CP Metal Lever Hdle",21.20,"0.5166 ",10.95,0.00,0.00,0.00,0.00,0.00,10.95
"AMEC","M916807-0020A","CP Lever Hdle",15.00,"0.5166 ",7.75,0.00,0.00,0.00,0.00,0.00,7.75
"AMEC","M916807-2950A","Satin Lever Hdle",14.10,"0.5166 ",7.28,0.00,0.00,0.00,0.00,0.00,7.28
"AMEC","M918021-0070A","Hdle Adpt",5.50,"0.5166 ",2.84,0.00,0.00,0.00,0.00,0.00,2.84
