"ProdLine","ItemNumber","Description","StdPrice","Multiplier","Price","ProdLinePricing","BreakQty1","PriceRate1","BreakQty2","PriceRate2","BestPrice"
"ELKA","ELKA51330","Spt Nut",11.00,"0.6000 ",6.60,0.00,0.00,0.00,0.00,0.00,6.60
"ELKA","ELKA51334","Brass Washer",4.00,"0.6000 ",2.40,0.00,0.00,0.00,0.00,0.00,2.40
"ELKA","ELKA51336","Fibre Washer",4.00,"0.6000 ",2.40,0.00,0.00,0.00,0.00,0.00,2.40
"ELKA","ELKA51346","Disp Flng",10.97,"0.6000 ",6.58,0.00,0.00,0.00,0.00,0.00,6.58
"ELKA","ELKA51357","Male Aerator Restricted",6.00,"0.6000 ",3.60,0.00,0.00,0.00,0.00,0.00,3.60
"ELKA","ELKA51357AL","AL Aerator",7.40,"0.6000 ",4.44,0.00,0.00,0.00,0.00,0.00,4.44
"ELKA","ELKA51357BK","BK Aerator",12.00,"0.6000 ",7.20,0.00,0.00,0.00,0.00,0.00,7.20
"ELKA","ELKA51357D","PB Aerator",10.00,"0.6000 ",6.00,0.00,0.00,0.00,0.00,0.00,6.00
"ELKA","ELKA51357N","Nickel Aerator",13.00,"0.6000 ",7.80,0.00,0.00,0.00,0.00,0.00,7.80
"ELKA","ELKA51357WH","WH Aerator",12.00,"0.6000 ",7.20,0.00,0.00,0.00,0.00,0.00,7.20
"ELKA","ELKA51363","Auto Spray Upper",6.08,"0.6000 ",3.65,0.00,0.00,0.00,0.00,0.00,3.65
"ELKA","ELKA51373","Dispenser Bottle",3.57,"0.6000 ",2.14,0.00,0.00,0.00,0.00,0.00,2.14
"ELKA","ELKA51376","Swivel Aerator",34.00,"0.6000 ",20.40,0.00,0.00,0.00,0.00,0.00,20.40
"ELKA","ELKA51398","Spt Nut",14.83,"0.6000 ",8.90,0.00,0.00,0.00,0.00,0.00,8.90
"ELKA","ELKA51428","Hdle",9.00,"0.6000 ",5.40,0.00,0.00,0.00,0.00,0.00,5.40
"ELKA","ELKA51438","Cplg Nut",5.00,"0.6000 ",3.00,0.00,0.00,0.00,0.00,0.00,3.00
"ELKA","ELKA51447","Pop Up Waste Assy",29.00,"0.6000 ",17.40,0.00,0.00,0.00,0.00,0.00,17.40
"ELKA","ELKA51452","Dome Assy S/L",19.20,"0.6000 ",11.52,0.00,0.00,0.00,0.00,0.00,11.52
"ELKA","ELKA51466","Repl'T Spt Assy",186.00,"0.6000 ",111.60,0.00,0.00,0.00,0.00,0.00,111.60
"ELKA","ELKA51483","Oring",0.13,"0.6000 ",0.08,0.00,0.00,0.00,0.00,0.00,0.08
"ELKA","ELKA51484","Oring",4.00,"0.6000 ",2.40,0.00,0.00,0.00,0.00,0.00,2.40
"ELKA","ELKA51493D","GD Hose Guide",26.00,"0.6000 ",15.60,0.00,0.00,0.00,0.00,0.00,15.60
"ELKA","ELKA51511","Oring",0.24,"0.6000 ",0.14,0.00,0.00,0.00,0.00,0.00,0.14
"ELKA","ELKA51515","Screw",4.00,"0.6000 ",2.40,0.00,0.00,0.00,0.00,0.00,2.40
"ELKA","ELKA51516","Screw",3.00,"0.6000 ",1.80,0.00,0.00,0.00,0.00,0.00,1.80
"ELKA","ELKA51564C","Side Push Bar",5.15,"0.6000 ",3.09,0.00,0.00,0.00,0.00,0.00,3.09
"ELKA","ELKA51578","Esch Nut",2.37,"0.6000 ",1.42,0.00,0.00,0.00,0.00,0.00,1.42
"ELKA","ELKA51579","2223 Repl Body",119.47,"0.6000 ",71.68,0.00,0.00,0.00,0.00,0.00,71.68
"ELKA","ELKA51580","Body Assy 2088",100.50,"0.6000 ",60.30,0.00,0.00,0.00,0.00,0.00,60.30
"ELKA","ELKA51580D","PB Body Assy",145.80,"0.6000 ",87.48,0.00,0.00,0.00,0.00,0.00,87.48
"ELKA","ELKA51588","Pop Up Rod Assy",2.99,"0.6000 ",1.80,0.00,0.00,0.00,0.00,0.00,1.80
"ELKA","ELKA51589","8"" Gsnk Spt Assy",32.00,"0.6000 ",19.20,0.00,0.00,0.00,0.00,0.00,19.20
"ELKA","ELKA51590","13"" Gsnk Spt Assy",38.00,"0.6000 ",22.80,0.00,0.00,0.00,0.00,0.00,22.80
"ELKA","ELKA51632","Spacer Nut",27.00,"0.6000 ",16.20,0.00,0.00,0.00,0.00,0.00,16.20
"ELKA","ELKA51639","Oring",5.00,"0.6000 ",3.00,0.00,0.00,0.00,0.00,0.00,3.00
"ELKA","ELKA51664","Female Aerator Restrict",6.00,"0.6000 ",3.60,0.00,0.00,0.00,0.00,0.00,3.60
"ELKA","ELKA51673","Gasket S/L Fct",5.00,"0.6000 ",3.00,0.00,0.00,0.00,0.00,0.00,3.00
"ELKA","ELKA51703","Washer",12.00,"0.6000 ",7.20,0.00,0.00,0.00,0.00,0.00,7.20
"ELKA","ELKA51755","Adpt",11.00,"0.6000 ",6.60,0.00,0.00,0.00,0.00,0.00,6.60
"ELKA","ELKA51778","Stopper",12.00,"0.6000 ",7.20,0.00,0.00,0.00,0.00,0.00,7.20
"ELKA","ELKA51845","Cap Nut",8.00,"0.6000 ",4.80,0.00,0.00,0.00,0.00,0.00,4.80
"ELKA","ELKA51846","Esch",14.00,"0.6000 ",8.40,0.00,0.00,0.00,0.00,0.00,8.40
"ELKA","ELKA51847","Spout Nut",10.00,"0.6000 ",6.00,0.00,0.00,0.00,0.00,0.00,6.00
"ELKA","ELKA51853R","Press Bal Valve Cart",162.00,"0.6000 ",97.20,0.00,0.00,0.00,0.00,0.00,97.20
"ELKA","ELKA51860","Oring",4.00,"0.6000 ",2.40,0.00,0.00,0.00,0.00,0.00,2.40
"ELKA","ELKA51861","Oring",5.00,"0.6000 ",3.00,0.00,0.00,0.00,0.00,0.00,3.00
"ELKA","ELKA51866R","Mixer Valve Cart",119.00,"0.6000 ",71.40,0.00,0.00,0.00,0.00,0.00,71.40
"ELKA","ELKA51875","Screw",1.00,"0.6000 ",0.60,0.00,0.00,0.00,0.00,0.00,0.60
"ELKA","ELKA51889","Phillips Screw",2.52,"0.6000 ",1.51,0.00,0.00,0.00,0.00,0.00,1.51
"ELKA","ELKA51900","Esch & Hdle Assy",93.02,"0.6000 ",55.81,0.00,0.00,0.00,0.00,0.00,55.81
"ELKA","ELKA51920R","CP Plastic Hdle Only",30.39,"0.6000 ",18.23,0.00,0.00,0.00,0.00,0.00,18.23
"ELKA","ELKA51921","Hdle Assy",40.00,"0.6000 ",24.00,0.00,0.00,0.00,0.00,0.00,24.00
"ELKA","ELKA51935","Hex Nut",2.47,"0.6000 ",1.48,0.00,0.00,0.00,0.00,0.00,1.48
"ELKA","ELKA51937","Oring",4.00,"0.6000 ",2.40,0.00,0.00,0.00,0.00,0.00,2.40
"ELKA","ELKA51938","Gasket",6.00,"0.6000 ",3.60,0.00,0.00,0.00,0.00,0.00,3.60
"ELKA","ELKA51947R","Brown Cart",39.00,"0.6000 ",23.40,0.00,0.00,0.00,0.00,0.00,23.40
"ELKA","ELKA51947RA","Brown Cart & Cap Nut",47.00,"0.6000 ",28.20,0.00,0.00,0.00,0.00,0.00,28.20
"ELKA","ELKA51948R","Grey Cart",39.00,"0.6000 ",23.40,0.00,0.00,0.00,0.00,0.00,23.40
"ELKA","ELKA51948RA","Grey Cart & Cap Nut",48.00,"0.6000 ",28.80,0.00,0.00,0.00,0.00,0.00,28.80
"ELKA","ELKA51956","Cast Body",59.00,"0.6000 ",35.40,0.00,0.00,0.00,0.00,0.00,35.40
"ELKA","ELKA51966","8"" Bar Spout",22.00,"0.6000 ",13.20,0.00,0.00,0.00,0.00,0.00,13.20
"ELKA","ELKA51967","Esch",21.00,"0.6000 ",12.60,0.00,0.00,0.00,0.00,0.00,12.60
"ELKA","ELKA51981","Div",13.00,"0.6000 ",7.80,0.00,0.00,0.00,0.00,0.00,7.80
"ELKA","ELKA51982","Washer",4.00,"0.6000 ",2.40,0.00,0.00,0.00,0.00,0.00,2.40
"ELKA","ELKA51983","Retaining Ring",4.00,"0.6000 ",2.40,0.00,0.00,0.00,0.00,0.00,2.40
"ELKA","ELKA51988","VP Cap",5.00,"0.6000 ",3.00,0.00,0.00,0.00,0.00,0.00,3.00
"ELKA","ELKA52001","Oring",5.00,"0.6000 ",3.00,0.00,0.00,0.00,0.00,0.00,3.00
"ELKA","ELKA52003","Sm Esch",18.00,"0.6000 ",10.80,0.00,0.00,0.00,0.00,0.00,10.80
"ELKA","ELKA52020","Hdle",27.00,"0.6000 ",16.20,0.00,0.00,0.00,0.00,0.00,16.20
"ELKA","ELKA52025","SM Hot Btn",4.00,"0.6000 ",2.40,0.00,0.00,0.00,0.00,0.00,2.40
"ELKA","ELKA52040","Valve Seat",4.74,"0.6000 ",2.84,0.00,0.00,0.00,0.00,0.00,2.84
"ELKA","ELKA52054","Spray Head & Hose",11.55,"0.6000 ",6.93,0.00,0.00,0.00,0.00,0.00,6.93
"ELKA","ELKA52056","SM Cold Btn",4.00,"0.6000 ",2.40,0.00,0.00,0.00,0.00,0.00,2.40
"ELKA","ELKA52060","Mtg Hdwe",11.00,"0.6000 ",6.60,0.00,0.00,0.00,0.00,0.00,6.60
"ELKA","ELKA52062","Esch Nut",14.00,"0.6000 ",8.40,0.00,0.00,0.00,0.00,0.00,8.40
"ELKA","ELKA52063","Spt Assy",41.00,"0.6000 ",24.60,0.00,0.00,0.00,0.00,0.00,24.60
"ELKA","ELKA52068","Adpt Sleeve",6.00,"0.6000 ",3.60,0.00,0.00,0.00,0.00,0.00,3.60
"ELKA","ELKA52082","Cap Nut",6.00,"0.6000 ",3.60,0.00,0.00,0.00,0.00,0.00,3.60
"ELKA","ELKA52114","Oring",5.00,"0.6000 ",3.00,0.00,0.00,0.00,0.00,0.00,3.00
"ELKA","ELKA52219D","Gd Dome Assy",42.00,"0.6000 ",25.20,0.00,0.00,0.00,0.00,0.00,25.20
"ELKA","ELKA52258","Hose",8.00,"0.6000 ",4.80,0.00,0.00,0.00,0.00,0.00,4.80
"ELKA","ELKA52279","SM Crystalac Hdle",7.00,"0.6000 ",4.20,0.00,0.00,0.00,0.00,0.00,4.20
"ELKA","ELKA52323","Grease Tube",5.00,"0.6000 ",3.00,0.00,0.00,0.00,0.00,0.00,3.00
"ELKA","ELKA52327","Plated Esch",14.00,"0.6000 ",8.40,0.00,0.00,0.00,0.00,0.00,8.40
"ELKA","ELKA52341","Carton",2.99,"0.6000 ",1.80,0.00,0.00,0.00,0.00,0.00,1.80
"ELKA","ELKA52352","Spt Assy",161.00,"0.6000 ",96.60,0.00,0.00,0.00,0.00,0.00,96.60
"ELKA","ELKA52354","Washer",4.00,"0.6000 ",2.40,0.00,0.00,0.00,0.00,0.00,2.40
"ELKA","ELKA52364D","Dome",58.00,"0.6000 ",34.80,0.00,0.00,0.00,0.00,0.00,34.80
"ELKA","ELKA52364E","CP  Dome",11.00,"0.6000 ",6.60,0.00,0.00,0.00,0.00,0.00,6.60
"ELKA","ELKA52373","Cart Screw",1.00,"0.6000 ",0.60,0.00,0.00,0.00,0.00,0.00,0.60
"ELKA","ELKA52384E","8"" CP Euro Spt Assy",26.00,"0.6000 ",15.60,0.00,0.00,0.00,0.00,0.00,15.60
"ELKA","ELKA52384WH","WH Spt Assy",56.00,"0.6000 ",33.60,0.00,0.00,0.00,0.00,0.00,33.60
"ELKA","ELKA52387","Oring",3.00,"0.6000 ",1.80,0.00,0.00,0.00,0.00,0.00,1.80
"ELKA","ELKA52399R","S/L Cart",49.00,"0.6000 ",29.40,0.00,0.00,0.00,0.00,0.00,29.40
"ELKA","ELKA52401","Esch",23.00,"0.6000 ",13.80,0.00,0.00,0.00,0.00,0.00,13.80
"ELKA","ELKA52404","Div Assy",17.00,"0.6000 ",10.20,0.00,0.00,0.00,0.00,0.00,10.20
"ELKA","ELKA52425D","Wing Hdle",53.00,"0.6000 ",31.80,0.00,0.00,0.00,0.00,0.00,31.80
"ELKA","ELKA52428","Pop Up Rod Assy",9.00,"0.6000 ",5.40,0.00,0.00,0.00,0.00,0.00,5.40
"ELKA","ELKA52458","S/L Faucet Carton",6.00,"0.6000 ",3.60,0.00,0.00,0.00,0.00,0.00,3.60
"ELKA","ELKA52546","Flng",11.00,"0.6000 ",6.60,0.00,0.00,0.00,0.00,0.00,6.60
"ELKA","ELKA52546D","Flng",26.00,"0.6000 ",15.60,0.00,0.00,0.00,0.00,0.00,15.60
"ELKA","ELKA52547","Washer",6.00,"0.6000 ",3.60,0.00,0.00,0.00,0.00,0.00,3.60
"ELKA","ELKA52597","Base Assy",23.00,"0.6000 ",13.80,0.00,0.00,0.00,0.00,0.00,13.80
"ELKA","ELKA52609","Knob",7.00,"0.6000 ",4.20,0.00,0.00,0.00,0.00,0.00,4.20
"ELKA","ELKA52610","Rod Push",5.00,"0.6000 ",3.00,0.00,0.00,0.00,0.00,0.00,3.00
"ELKA","ELKA52612","Label Knob Insert Hot",5.00,"0.6000 ",3.00,0.00,0.00,0.00,0.00,0.00,3.00
"ELKA","ELKA52614","Esch",10.00,"0.6000 ",6.00,0.00,0.00,0.00,0.00,0.00,6.00
"ELKA","ELKA52614AL","AL Esch",13.00,"0.6000 ",7.80,0.00,0.00,0.00,0.00,0.00,7.80
"ELKA","ELKA52614BK","BK Esch",13.00,"0.6000 ",7.80,0.00,0.00,0.00,0.00,0.00,7.80
"ELKA","ELKA52614WH","WH Esch",13.00,"0.6000 ",7.80,0.00,0.00,0.00,0.00,0.00,7.80
"ELKA","ELKA52620","Director Steam",5.00,"0.6000 ",3.00,0.00,0.00,0.00,0.00,0.00,3.00
"ELKA","ELKA52621","Screen",4.00,"0.6000 ",2.40,0.00,0.00,0.00,0.00,0.00,2.40
"ELKA","ELKA52643","Water Way",32.50,"0.6000 ",19.50,0.00,0.00,0.00,0.00,0.00,19.50
"ELKA","ELKA52650","Esch Sleeve",13.00,"0.6000 ",7.80,0.00,0.00,0.00,0.00,0.00,7.80
"ELKA","ELKA52650D","Esch Sleeve",25.00,"0.6000 ",15.00,0.00,0.00,0.00,0.00,0.00,15.00
"ELKA","ELKA52651","Esch Sleeve",14.00,"0.6000 ",8.40,0.00,0.00,0.00,0.00,0.00,8.40
"ELKA","ELKA52661","Repl Waterway Assy Diae",98.70,"0.6000 ",59.22,0.00,0.00,0.00,0.00,0.00,59.22
"ELKA","ELKA52666","Hex Plug",6.00,"0.6000 ",3.60,0.00,0.00,0.00,0.00,0.00,3.60
"ELKA","ELKA52671","Esch w/ Spray Hole",22.00,"0.6000 ",13.20,0.00,0.00,0.00,0.00,0.00,13.20
"ELKA","ELKA52686","Bolt",4.00,"0.6000 ",2.40,0.00,0.00,0.00,0.00,0.00,2.40
"ELKA","ELKA52687","Hex Nut",3.00,"0.6000 ",1.80,0.00,0.00,0.00,0.00,0.00,1.80
"ELKA","ELKA52688","Washer",4.00,"0.6000 ",2.40,0.00,0.00,0.00,0.00,0.00,2.40
"ELKA","ELKA52689","Set Screw",4.00,"0.6000 ",2.40,0.00,0.00,0.00,0.00,0.00,2.40
"ELKA","ELKA52690","Spilt Bearing (2)",7.00,"0.6000 ",4.20,0.00,0.00,0.00,0.00,0.00,4.20
"ELKA","ELKA52704","S/L Hdle Assy",10.88,"0.6000 ",6.53,0.00,0.00,0.00,0.00,0.00,6.53
"ELKA","ELKA52721","Spt Assy",53.00,"0.6000 ",31.80,0.00,0.00,0.00,0.00,0.00,31.80
"ELKA","ELKA52722","Spt Assy",51.00,"0.6000 ",30.60,0.00,0.00,0.00,0.00,0.00,30.60
"ELKA","ELKA52723","Spt Assy",73.00,"0.6000 ",43.80,0.00,0.00,0.00,0.00,0.00,43.80
"ELKA","ELKA52729","Mtg Hdwe",7.00,"0.6000 ",4.20,0.00,0.00,0.00,0.00,0.00,4.20
"ELKA","ELKA52740","Hold Down Nut",7.00,"0.6000 ",4.20,0.00,0.00,0.00,0.00,0.00,4.20
"ELKA","ELKA52759","Div Tube",13.00,"0.6000 ",7.80,0.00,0.00,0.00,0.00,0.00,7.80
"ELKA","ELKA52761","Carton",8.00,"0.6000 ",4.80,0.00,0.00,0.00,0.00,0.00,4.80
"ELKA","ELKA52765R","Repl Spt Holder",51.86,"0.6000 ",31.12,0.00,0.00,0.00,0.00,0.00,31.12
"ELKA","ELKA52798","Round Esch",14.00,"0.6000 ",8.40,0.00,0.00,0.00,0.00,0.00,8.40
"ELKA","ELKA52801","Bag Of Hdw",25.00,"0.6000 ",15.00,0.00,0.00,0.00,0.00,0.00,15.00
"ELKA","ELKA52802","Mtg Hdwe",26.00,"0.6000 ",15.60,0.00,0.00,0.00,0.00,0.00,15.60
"ELKA","ELKA52804","Base Assy",40.00,"0.6000 ",24.00,0.00,0.00,0.00,0.00,0.00,24.00
"ELKA","ELKA52811","Hose",11.00,"0.6000 ",6.60,0.00,0.00,0.00,0.00,0.00,6.60
"ELKA","ELKA52814","Esch Sleeve Bag",14.00,"0.6000 ",8.40,0.00,0.00,0.00,0.00,0.00,8.40
"ELKA","ELKA52817","Spt Assy",89.00,"0.6000 ",53.40,0.00,0.00,0.00,0.00,0.00,53.40
"ELKA","ELKA52823","Plated Esch",29.00,"0.6000 ",17.40,0.00,0.00,0.00,0.00,0.00,17.40
"ELKA","ELKA52834","Hot Btn",5.00,"0.6000 ",3.00,0.00,0.00,0.00,0.00,0.00,3.00
"ELKA","ELKA52835","Blue Cold Btn",5.00,"0.6000 ",3.00,0.00,0.00,0.00,0.00,0.00,3.00
"ELKA","ELKA52837","Spt Holder",12.28,"0.6000 ",7.37,0.00,0.00,0.00,0.00,0.00,7.37
"ELKA","ELKA52841","Lower Housing Assy",34.00,"0.6000 ",20.40,0.00,0.00,0.00,0.00,0.00,20.40
"ELKA","ELKA52848","Plated Hub less Hole",21.00,"0.6000 ",12.60,0.00,0.00,0.00,0.00,0.00,12.60
"ELKA","ELKA52868","Cart Screw",5.00,"0.6000 ",3.00,0.00,0.00,0.00,0.00,0.00,3.00
"ELKA","ELKA52869","Hdle Insert",6.00,"0.6000 ",3.60,0.00,0.00,0.00,0.00,0.00,3.60
"ELKA","ELKA52876","Btn Assy",18.00,"0.6000 ",10.80,0.00,0.00,0.00,0.00,0.00,10.80
"ELKA","ELKA52877","S/L Crystal Hdle",14.00,"0.6000 ",8.40,0.00,0.00,0.00,0.00,0.00,8.40
"ELKA","ELKA52884","Gasket",6.00,"0.6000 ",3.60,0.00,0.00,0.00,0.00,0.00,3.60
"ELKA","ELKA52902","Esch",24.00,"0.6000 ",14.40,0.00,0.00,0.00,0.00,0.00,14.40
"ELKA","ELKA52904","Lower Housing Assy",10.00,"0.6000 ",6.00,0.00,0.00,0.00,0.00,0.00,6.00
"ELKA","ELKA52905","Oring",3.00,"0.6000 ",1.80,0.00,0.00,0.00,0.00,0.00,1.80
"ELKA","ELKA52910","Spt Tube",11.00,"0.6000 ",6.60,0.00,0.00,0.00,0.00,0.00,6.60
"ELKA","ELKA52919","Oring",4.00,"0.6000 ",2.40,0.00,0.00,0.00,0.00,0.00,2.40
"ELKA","ELKA52930","Esch",24.00,"0.6000 ",14.40,0.00,0.00,0.00,0.00,0.00,14.40
"ELKA","ELKA53048","Cplg Nut",9.00,"0.6000 ",5.40,0.00,0.00,0.00,0.00,0.00,5.40
"ELKA","ELKA53056","Brass Shank",8.00,"0.6000 ",4.80,0.00,0.00,0.00,0.00,0.00,4.80
"ELKA","ELKA53080","Metal Hdle Pkg",33.00,"0.6000 ",19.80,0.00,0.00,0.00,0.00,0.00,19.80
"ELKA","ELKA53115","Spt Assy",81.00,"0.6000 ",48.60,0.00,0.00,0.00,0.00,0.00,48.60
"ELKA","ELKA53120","Repl Hi Arc w/ W Rest",83.40,"0.6000 ",50.04,0.00,0.00,0.00,0.00,0.00,50.04
"ELKA","ELKA53124","Lav Drain",19.37,"0.6000 ",11.62,0.00,0.00,0.00,0.00,0.00,11.62
"ELKA","ELKA53226R","Diaph Pkg (2)",16.00,"0.6000 ",9.60,0.00,0.00,0.00,0.00,0.00,9.60
"ELKA","ELKA53237","9-1/2 Spt",63.80,"0.6000 ",38.28,0.00,0.00,0.00,0.00,0.00,38.28
"ELKA","ELKA53245","Oring",4.00,"0.6000 ",2.40,0.00,0.00,0.00,0.00,0.00,2.40
"ELKA","ELKA53253","CP Cover Plate Assy",41.00,"0.6000 ",24.60,0.00,0.00,0.00,0.00,0.00,24.60
"ELKA","ELKA53253AL","AL Cover Plate",43.00,"0.6000 ",25.80,0.00,0.00,0.00,0.00,0.00,25.80
"ELKA","ELKA53253BK","BK Cover Plate",49.00,"0.6000 ",29.40,0.00,0.00,0.00,0.00,0.00,29.40
"ELKA","ELKA53253WH","WH Cover Plate",49.00,"0.6000 ",29.40,0.00,0.00,0.00,0.00,0.00,29.40
"ELKA","ELKA53255","Stream Assy",9.00,"0.6000 ",5.40,0.00,0.00,0.00,0.00,0.00,5.40
"ELKA","ELKA53256","Plastic Tube Assy",42.00,"0.6000 ",25.20,0.00,0.00,0.00,0.00,0.00,25.20
"ELKA","ELKA53263","Snap Ring",0.26,"0.6000 ",0.16,0.00,0.00,0.00,0.00,0.00,0.16
"ELKA","ELKA53273","Oring",3.00,"0.6000 ",1.80,0.00,0.00,0.00,0.00,0.00,1.80
"ELKA","ELKA53274","Mtg Hdwe",15.00,"0.6000 ",9.00,0.00,0.00,0.00,0.00,0.00,9.00
"ELKA","ELKA53385","Plastic Tube Kit",20.00,"0.6000 ",12.00,0.00,0.00,0.00,0.00,0.00,12.00
"ELKA","ELKA53386","Valve Cover Group",42.00,"0.6000 ",25.20,0.00,0.00,0.00,0.00,0.00,25.20
"ELKA","ELKA53550D","13"" PB Spt Assy",163.00,"0.6000 ",97.80,0.00,0.00,0.00,0.00,0.00,97.80
"ELKA","ELKA53591","Repl Sve for #51519",7.05,"0.6000 ",4.23,0.00,0.00,0.00,0.00,0.00,4.23
"ELKA","ELKA53640","Water Way",65.50,"0.6000 ",39.30,0.00,0.00,0.00,0.00,0.00,39.30
"ELKA","ELKA53644","Metal Seat Ext",8.10,"0.6000 ",4.86,0.00,0.00,0.00,0.00,0.00,4.86
"ELKA","ELKA53645","Waterway",65.50,"0.6000 ",39.30,0.00,0.00,0.00,0.00,0.00,39.30
"ELKA","ELKA53665","VP Aerator",21.00,"0.6000 ",12.60,0.00,0.00,0.00,0.00,0.00,12.60
"ELKA","ELKA53667","Spt Assy w/ Components",101.00,"0.6000 ",60.60,0.00,0.00,0.00,0.00,0.00,60.60
"ELKA","ELKA53672","Flng",11.00,"0.6000 ",6.60,0.00,0.00,0.00,0.00,0.00,6.60
"ELKA","ELKA53862","Wear Ring",8.00,"0.6000 ",4.80,0.00,0.00,0.00,0.00,0.00,4.80
"ELKA","ELKA53863","Reg Hdle Assy",42.00,"0.6000 ",25.20,0.00,0.00,0.00,0.00,0.00,25.20
"ELKA","ELKA53865D","Brassy GD Hdle",70.00,"0.6000 ",42.00,0.00,0.00,0.00,0.00,0.00,42.00
"ELKA","ELKA53872R","CP Reg Spt Kit",194.00,"0.6000 ",116.40,0.00,0.00,0.00,0.00,0.00,116.40
"ELKA","ELKA53877AL","AL Swiv Aerator",35.00,"0.6000 ",21.00,0.00,0.00,0.00,0.00,0.00,21.00
"ELKA","ELKA53877BK","BK Swiv Aerator",25.00,"0.6000 ",15.00,0.00,0.00,0.00,0.00,0.00,15.00
"ELKA","ELKA53877WH","Wht Swiv Aerator",28.50,"0.6000 ",17.10,0.00,0.00,0.00,0.00,0.00,17.10
"ELKA","ELKA53987","Base Assy",50.00,"0.6000 ",30.00,0.00,0.00,0.00,0.00,0.00,30.00
"ELKA","ELKA54059","Faucet Base",35.00,"0.6000 ",21.00,0.00,0.00,0.00,0.00,0.00,21.00
"ELKA","ELKA54059D","GD Fct Base",83.00,"0.6000 ",49.80,0.00,0.00,0.00,0.00,0.00,49.80
"ELKA","ELKA54081","Mtg Hdwe",17.00,"0.6000 ",10.20,0.00,0.00,0.00,0.00,0.00,10.20
"ELKA","ELKA54087D","Gold Ring",24.00,"0.6000 ",14.40,0.00,0.00,0.00,0.00,0.00,14.40
"ELKA","ELKA54116","Lwr Housing Assy",99.00,"0.6000 ",59.40,0.00,0.00,0.00,0.00,0.00,59.40
"ELKA","ELKA54116D","PB Lwr Housing",105.90,"0.6000 ",63.54,0.00,0.00,0.00,0.00,0.00,63.54
"ELKA","ELKA54117","Lwr Housing Assy",145.00,"0.6000 ",87.00,0.00,0.00,0.00,0.00,0.00,87.00
"ELKA","ELKA54117D","PB Lwr Housing",158.00,"0.6000 ",94.80,0.00,0.00,0.00,0.00,0.00,94.80
"ELKA","ELKA54120","Wear Ring",4.00,"0.6000 ",2.40,0.00,0.00,0.00,0.00,0.00,2.40
"ELKA","ELKA54193","AL Spt Body",19.20,"0.6000 ",11.52,0.00,0.00,0.00,0.00,0.00,11.52
"ELKA","ELKA54194","Wht Mixer Body",19.20,"0.6000 ",11.52,0.00,0.00,0.00,0.00,0.00,11.52
"ELKA","ELKA54195","Washer",4.00,"0.6000 ",2.40,0.00,0.00,0.00,0.00,0.00,2.40
"ELKA","ELKA54196","Weight Assy",8.00,"0.6000 ",4.80,0.00,0.00,0.00,0.00,0.00,4.80
"ELKA","ELKA54197","Mtg Hdw",2.37,"0.6000 ",1.42,0.00,0.00,0.00,0.00,0.00,1.42
"ELKA","ELKA54200","Mtg Hdw",2.05,"0.6000 ",1.23,0.00,0.00,0.00,0.00,0.00,1.23
"ELKA","ELKA54205","Screw",4.00,"0.6000 ",2.40,0.00,0.00,0.00,0.00,0.00,2.40
"ELKA","ELKA54212R","Hot Cart",32.00,"0.6000 ",19.20,0.00,0.00,0.00,0.00,0.00,19.20
"ELKA","ELKA54213R","Cold Cart",44.00,"0.6000 ",26.40,0.00,0.00,0.00,0.00,0.00,26.40
"ELKA","ELKA54222","Oring",3.00,"0.6000 ",1.80,0.00,0.00,0.00,0.00,0.00,1.80
"ELKA","ELKA54223","Plug",4.00,"0.6000 ",2.40,0.00,0.00,0.00,0.00,0.00,2.40
"ELKA","ELKA54236R","Cart",91.00,"0.6000 ",54.60,0.00,0.00,0.00,0.00,0.00,54.60
"ELKA","ELKA54240","Locking Plate",19.00,"0.6000 ",11.40,0.00,0.00,0.00,0.00,0.00,11.40
"ELKA","ELKA54241","Snap Ring",4.00,"0.6000 ",2.40,0.00,0.00,0.00,0.00,0.00,2.40
"ELKA","ELKA54244","Screw",3.00,"0.6000 ",1.80,0.00,0.00,0.00,0.00,0.00,1.80
"ELKA","ELKA54247","Adpt",0.00,"0.6000 ",0.00,0.00,0.00,0.00,0.00,0.00,0.00
"ELKA","ELKA54250","Check Valve",37.00,"0.6000 ",22.20,0.00,0.00,0.00,0.00,0.00,22.20
"ELKA","ELKA54283","Filler & Block",24.00,"0.6000 ",14.40,0.00,0.00,0.00,0.00,0.00,14.40
"ELKA","ELKA54285","Carton",8.00,"0.6000 ",4.80,0.00,0.00,0.00,0.00,0.00,4.80
"ELKA","ELKA54351","AL Spray Head & Hose",17.00,"0.6000 ",10.20,0.00,0.00,0.00,0.00,0.00,10.20
"ELKA","ELKA54352","WH Sprayhead & Hose",16.00,"0.6000 ",9.60,0.00,0.00,0.00,0.00,0.00,9.60
"ELKA","ELKA54353","BK Sprayhead & Hose",14.00,"0.6000 ",8.40,0.00,0.00,0.00,0.00,0.00,8.40
"ELKA","ELKA54354AL"," AL Hose Guide",16.00,"0.6000 ",9.60,0.00,0.00,0.00,0.00,0.00,9.60
"ELKA","ELKA54354BK","BK Hose Guide",16.00,"0.6000 ",9.60,0.00,0.00,0.00,0.00,0.00,9.60
"ELKA","ELKA54354WH","WH Hose Guide",16.00,"0.6000 ",9.60,0.00,0.00,0.00,0.00,0.00,9.60
